Handle,REF,Nombre,Categoria,Descripción,Vendido por peso,Opción 1 nombre,Opción 1 valor,Opción 2 nombre,Opción 2 valor,Opción 3 nombre,Opción 3 valor,Coste,Codigo de barras,REF del componente,Cantidad del componente,Seguir el Inventario,Disponibles para la venta [Vecindario],Precio [Vecindario],En inventario [Vecindario],Existencias bajas [Vecindario],"modificador - ""Hamburguesas""","modificador - ""Icono""","modificador - ""Tebana""","modificador - ""Wendlandt""","modificador - ""Caudillo""","modificador - ""Cuatro palos""","modificador - ""Hamburguesa Vecindario""","modificador - ""Hamburguesa Teopanzolco""","modificador - ""Tiras empanizadas""","modificador - ""Ayinger""","modificador - ""Pilsner Urquel""","modificador - ""Bruer""","modificador - ""Punto Rojo""","modificador - ""Rámuri""","modificador - ""Volfas""","modificador - ""Moldova""","modificador - ""Chato""","modificador - ""Aquelarre""","modificador - ""Etienne""","modificador - ""Mac and Cheese""","modificador - ""Ensalada primavera""","modificador - ""Pizza""","modificador - ""Chicatana""","modificador - ""ABK""","modificador - ""Oveja Mística""","modificador - ""Nuevo Imperio""","modificador - ""Nómada""","modificador - ""tocino extra""","modificador - ""Perruchona""","modificador - ""St. Peter's""","modificador - ""Knee Deep""","modificador - ""Alesmith""","modificador - ""De Halve Maan""","modificador - ""Insurgente""","modificador - ""Vecindario""","modificador - ""Principia""","modificador - ""Pizza calabaza""","modificador - ""Cardera""","modificador - ""Ensalada caprese""","modificador - ""Farland""","modificador - ""Dos Aves""","modificador - ""Buqui Bichi""","modificador - ""Straffe Hendrik""","modificador - ""Santa Sabina""","modificador - ""Madueño""","modificador - ""Sacro""","modificador - ""Copete de Hueso""","modificador - ""Con Chicharrón""","modificador - ""Chaneque""","modificador - ""Arrachera""","modificador - ""Monkey Waves""","modificador - ""Crepa""","modificador - ""Guacamole""","modificador - ""Bichola""","modificador - ""Sierra Nevada""","modificador - ""Hercules""","modificador - ""Ludica"""
equilibrium-laboratory-dynamic,10909,Equilibrium Laboratory Dynamic,Lata/Botella,,N,,,,,,,149.00,,,,Y,Y,252.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
equilibrium-life-after-death-star,11230,Equilibrium Life After Death Star,Lata/Botella,,N,,,,,,,426.80,,,,Y,Y,651.00,1.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
equilibrium-magic-bars,10884,Equilibrium Magic Bars,Lata/Botella,,N,,,,,,,436.50,,,,Y,Y,664.00,1.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
equilibrium-mc^2-473-ml,10910,Equilibrium MC^2 473 ml,Lata/Botella,,N,,,,,,,135.00,,,,Y,Y,231.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
equilibrium-s'mores-blueprint,10885,Equilibrium S'mores Blueprint,Lata/Botella,,N,,,,,,,455.90,,,,Y,Y,690.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
equilibrium-stacked-pistachio-chocolate-honey-cake,10963,Equilibrium Stacked Pistachio Chocolate Honey Cake,Lata/Botella,,N,,,,,,,455.90,,,,Y,Y,695.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
equilibrium-string-theory-pomegranate,11023,Equilibrium String Theory Pomegranate,Lata/Botella,,N,,,,,,,140.65,,,,Y,Y,239.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
equilibrium-swirls-&-spirals,11229,Equilibrium Swirls & Spirals,Lata/Botella,,N,,,,,,,407.40,,,,Y,Y,625.00,1.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
equilibrium-tangerine-peel-laboratory,11149,Equilibrium Tangerine Peel Laboratory,Lata/Botella,,N,,,,,,,140.65,,,,Y,Y,239.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
equilibrium-tidal-balance,11161,Equilibrium Tidal Balance,Lata/Botella,,N,,,,,,,130.94,,,,Y,Y,226.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
erdinger-alkoholfrei-500ml-2,10389,Erdinger Alkoholfrei 500ml,Lata/Botella,,N,,,,,,,96.00,,,,Y,Y,175.00,3.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
erdinger-oktoberfest,10784,Erdinger Oktoberfest,Lata/Botella,,N,,,,,,,95.00,,,,Y,Y,174.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
erdinger-weissbier,11106,Erdinger Weissbier,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,168.00,4.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
erdringer-dunkel,10577,Erdringer-dunkel,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,168.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
estrella-galicia,10438,Estrella Galicia,Lata/Botella,,N,,,,,,,42.00,,,,Y,Y,96.00,2.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
estrella-galicia-0.0,10998,Estrella Galicia 0.0,Lata/Botella,,N,,,,,,,35.00,,,,Y,Y,70.00,5.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
estrella-galicia-sin-gluten,10999,Estrella Galicia Sin Gluten,Lata/Botella,,N,,,,,,,42.00,,,,Y,Y,96.00,3.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
evil-twin/ramuri-even-more-lagrimas-nyc,11006,Evil Twin/Ramuri Even More Lagrimas NYC,Lata/Botella,,N,,,,,,,196.00,,,,Y,Y,324.00,2.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fauna---cabeza-de-vaca-2,10109,Fauna - Cabeza de Vaca,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,185.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fauna---lycan-del-monasterio-2,10110,Fauna - Lycan del Monasterio,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,113.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fauna---mani-mani-2,10288,Fauna - Mani Mani,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,115.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fauna-amanita-355-ml-2,11,Fauna Amanita 355 ml,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,94.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fauna-caracol-355-ml-2,19,Fauna Caracol 355 ml,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,94.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fauna-cherry-sabrina-2,10341,Fauna Cherry Sabrina,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,92.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fauna-danza-macabra-355-ml-2,16,Fauna Danza Macabra 355 ml,Lata/Botella,,N,,,,,,,51.00,,,,Y,Y,97.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fauna-eureka-2,10398,Fauna Eureka,Lata/Botella,,N,,,,,,,51.00,,,,Y,Y,97.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fauna-hazy-lycan,10860,Fauna Hazy Lycan,Lata/Botella,,N,,,,,,,59.00,,,,Y,Y,112.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fauna-helium-355-ml-2,15,Fauna Helium 355 ml,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,94.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fauna-isis-malvada-2,10342,Fauna Isis Malvada,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,104.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fauna-lager-mexicana-(-2,10022,Fauna lager mexicana,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,70.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fauna-little-hazy-355-ml-2,13,Fauna Little Hazy 355 ml,Lata/Botella,,N,,,,,,,62.00,,,,Y,Y,118.00,1.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fauna-lycan-abominable-2,10399,Fauna Lycan Abominable,Lata/Botella,,N,,,,,,,58.00,,,,Y,Y,110.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fauna-lycan-lupus-355-ml-2,10,Fauna Lycan Lupus 355 ml,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,110.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fauna-mancinella-355-ml-2,18,Fauna Mancinella 355 ml,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,110.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fauna-nebula-mágica-stone-fruit-ipa,10380,Fauna Nebula Mágica stone fruit IPA,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,120.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fauna-nox-arcana-355-ml-2,14,Fauna Nox Arcana 355 ml,Lata/Botella,,N,,,,,,,64.00,,,,Y,Y,122.00,3.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fauna-orange,10657,Fauna Orange Bloom,Lata/Botella,,N,,,,,,,62.00,,,,Y,Y,118.00,3.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fauna-penélope-355-ml,12,Fauna Penelope,Lata/Botella,,N,,,,,,,62.00,,,,Y,Y,118.00,4.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fauna-piedra-de-león-355-ml,20,Fauna Piedra de León 355 ml,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,94.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fauna-rubus-magenta-2,10400,Fauna Rubus Magenta,Lata/Botella,,N,,,,,,,51.00,,,,Y,Y,97.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fauna-vi-355-ml-2,17,Fauna VI Berliner,Lata/Botella,,N,,,,,,,51.00,,,,Y,Y,97.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fauna-vienna,10693,Fauna Vienna,Lata/Botella,,N,,,,,,,35.00,,,,Y,Y,85.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fauna-xmas-ale-2,10401,Fauna Xmas Ale,Lata/Botella,,N,,,,,,,58.00,,,,Y,Y,144.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
feldschlößchen-schwarzbier,10546,Feldschlößchen Schwarzbier,Lata/Botella,,N,,,,,,,65.00,,,,Y,Y,124.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
feldschlößchen-urbock,10545,Feldschlößchen Urbock,Lata/Botella,,N,,,,,,,65.00,,,,Y,Y,124.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
firestone-diesel-thunder,11235,Firestone Diesel Thunder,Lata/Botella,,N,,,,,,,56.50,,,,Y,Y,124.00,2.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
firestone-easy-jack,11238,Firestone Easy Jack,Lata/Botella,,N,,,,,,,56.50,,,,Y,Y,124.00,3.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
firestone-ipa,11237,Firestone IPA,Lata/Botella,,N,,,,,,,56.50,,,,Y,Y,124.00,3.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
firestone-mind-haze-cosmic-crusher,11234,Firestone Mind Haze Cosmic Crusher,Lata/Botella,,N,,,,,,,56.50,,,,Y,Y,124.00,2.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
firestone-mind-haze-galaxy-bender,11232,Firestone Mind Haze Galaxy Bender,Lata/Botella,,N,,,,,,,56.50,,,,Y,Y,124.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
firestone-mind-haze-juicy-hazy-ipa,11233,Firestone Mind Haze Juicy Hazy IPA,Lata/Botella,,N,,,,,,,56.50,,,,Y,Y,124.00,3.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
firestone-parabola-2025,11224,Firestone Parabola 2025,Lata/Botella,,N,,,,,,,252.19,,,,Y,Y,408.00,3.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
firestone-parábola-imperial,10111,Firestone Parabola Imperial,Lata/Botella,,N,,,,,,,309.42,,,,Y,Y,515.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
firestone-paramburana,11225,Firestone ParAmburana,Lata/Botella,,N,,,,,,,252.20,,,,Y,Y,408.00,1.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
firestone-pfreal,11241,Firestone Pfreal,Lata/Botella,,N,,,,,,,62.00,,,,Y,Y,124.00,5.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
firestone-union-jack,11236,Firestone Union Jack,Lata/Botella,,N,,,,,,,56.50,,,,Y,Y,124.00,2.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
firestone-walker-champs-de-fraises,10487,Firestone Walker Champs de Fraises,Lata/Botella,,N,,,,,,,279.99,,,,Y,Y,450.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
firestone-walker-frieky-bones,10486,Firestone Walker Frieky Bones,Lata/Botella,,N,,,,,,,278.99,,,,Y,Y,448.00,2.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
firestone-walter-nec-bones,11015,Firestone Walter Nec bones 2021,Lata/Botella,,N,,,,,,,270.62,,,,Y,Y,445.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
flensburger-dunkel,10994,Flensburger Dunkel,Lata/Botella,,N,,,,,,,72.00,,,,Y,Y,136.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
flensburger-mega-pop-2-litros,10888,Flensburger Mega Pop 2 Litros,Lata/Botella,,N,,,,,,,700.00,,,,Y,Y,1050.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
flensburguer-pilsner,10672,Flensburguer pilsner,Lata/Botella,,N,,,,,,,72.00,,,,Y,Y,136.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fortuna-california-ale-355-ml-2,46,Fortuna California Ale 355 ml,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,79.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fortuna-cañita-355-ml,49,Fortuna Cañita 355 ml,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,79.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fortuna-czarne-whisky-wood,10750,Fortuna Czarne Whisky Wood,Lata/Botella,,N,,,,,,,75.00,,,,Y,Y,141.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fortuna-hazy-pale-ale-355-ml-2,47,Fortuna Hazy Pale Ale 355 ml,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,93.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fortuna-ippólita-355-ml,50,Fortuna Ippólita 355 ml,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,86.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fortuna-neippolita-355-ml-2,51,Fortuna Neippolita 355 ml,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,93.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
fortuna-sourindo-355-ml-2,48,Fortuna Sourindo 355 ml,Lata/Botella,,N,,,,,,,0.00,,,,Y,Y,86.00,0.000,1000000.000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
